AAAS_PET|Parent database for prototype databases created by the analytics as a service framework|SYSDBA|SYSDB||OPS|N|ACTIVE|2009-12-14 23:24:48||SYSDBA
ACCESS_VIEWS|Database containing only view objects accessed by all groups outside of IMD.|ACCESS|ProdV||Multi||ACTIVE|2002-10-08 13:10:21||SYSDBA
ACCESS|Parent database|SYSDBA|SYSDB||OPS||ACTIVE|2006-03-31 11:06:20||SYSDBA
ACXIOM_T||AHNAJEEB_DBA|ProdT||MCID||ACTIVE|2007-04-25 18:03:06||AHNAJEEB_DBA
ACXIOM_V||AHNAJEEB_DBA|ProdV||MCID||ACTIVE|2007-04-25 18:03:14||AHNAJEEB_DBA
ACXIOM_W||AHNAJEEB_DBA|ProdT||MCID||ACTIVE|2007-04-25 18:03:18||AHNAJEEB_DBA
ACXIOM|Parent database|AHNAJEEB_DBA|SYSDB||OPS||ACTIVE|2007-04-25 18:01:01||AHNAJEEB
